Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-5362768~Hh mutants are degraded by ERAD	7	1.923076923	4.95E-04	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	43	11153	6.825581395	0.432125901	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-199991~Membrane Trafficking	30	8.241758242	5.36E-04	"NAPA, RAB1B, CLTB, STX10, GGA1, ACTR1A, PPP6R1, LMAN2, AP2S1, AP1S1, STX4, SBF1, AP1M2, SEC13, VPS37C, ARPC4, SNF8, KIF22, PRKAB1, TUBA4A, DNM2, EPN2, RGP1, DYNC1LI2, TBC1D2, TMEM115, PLIN3, CALM3, VPS28, COPE"	266	635	11153	1.98087739	0.457670454	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-4086400~PCP/CE pathway	9	2.472527473	5.55E-04	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, DVL1, AP2S1, CLTB"	266	79	11153	4.776672694	0.46935783	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-4641258~Degradation of DVL	7	1.923076923	5.62E-04	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, DVL1"	266	44	11153	6.670454545	0.473948659	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-162906~HIV Infection	15	4.120879121	7.09E-04	"SEC13, PSMD13, TAF10, ADRM1, VPS37C, PSMB6, PSMC5, PSMD2, PSMD3, NMT1, AP2S1, AP1S1, NELFB, AP1M2, VPS28"	266	218	11153	2.884993447	0.55494215	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-5387390~Hh mutants abrogate ligand secretion	7	1.923076923	7.17E-04	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	46	11153	6.380434783	0.559257715	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-5678895~Defective CFTR causes cystic fibrosis	7	1.923076923	9.03E-04	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	48	11153	6.114583333	0.643627184	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-187577~SCF(Skp2)-mediated degradation of p27/p21	7	1.923076923	0.001124044	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	50	11153	5.87	0.723177955	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-1168372~Downstream signaling events of B Cell Receptor (BCR)	8	2.197802198	0.001320792	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, CALM3, HRAS"	266	70	11153	4.791836735	0.778944504	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-9612973~Autophagy	12	3.296703297	0.001366513	"VCP, DYNC1LI2, TOMM40, MTMR14, VPS37C, PLIN3, WIPI2, WDR45, ATG7, PRKAB1, VPS28, TUBA4A"	266	158	11153	3.184448463	0.790205131	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-1428517~Aerobic respiration and respiratory electron transport	16	4.395604396	0.00137989	"TRAP1, NDUFB11, ETFB, ATP5F1D, TMEM186, ATP5MC1, TMEM177, PKM, NDUFS7, NDUFS6, SDHAF1, UQCRC1, IDH3B, CYC1, SLC25A11, NDUFV1"	266	260	11153	2.58021978	0.793390011	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-5653656~Vesicle-mediated transport	30	8.241758242	0.001382101	"NAPA, RAB1B, CLTB, STX10, GGA1, ACTR1A, PPP6R1, LMAN2, AP2S1, AP1S1, STX4, SBF1, AP1M2, SEC13, VPS37C, ARPC4, SNF8, KIF22, PRKAB1, TUBA4A, DNM2, EPN2, RGP1, DYNC1LI2, TBC1D2, TMEM115, PLIN3, CALM3, VPS28, COPE"	266	674	11153	1.866256889	0.793911876	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-5358346~Hedgehog ligand biogenesis	7	1.923076923	0.001384255	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	52	11153	5.644230769	0.794418838	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-1236978~Cross-presentation of soluble exogenous antigens (endosomes)	6	1.648351648	0.001504282	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	36	11153	6.988095238	0.82078753	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69580~p53-Dependent G1/S DNA damage checkpoint	7	1.923076923	0.001530434	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	53	11153	5.537735849	0.82606861	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-1234176~Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	7	1.923076923	0.001530434	"PSMB6, PSMC5, EGLN2, PSMD13, PSMD2, ADRM1, PSMD3"	266	53	11153	5.537735849	0.82606861	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69563~p53-Dependent G1 DNA Damage Response	7	1.923076923	0.001530434	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	53	11153	5.537735849	0.82606861	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-211733~Regulation of activated PAK-2p34 by proteasome mediated degradation	6	1.648351648	0.001706074	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	37	11153	6.799227799	0.857726032	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-9609507~Protein localization	12	3.296703297	0.001842162	"PEX16, HMGCL, TOMM40, SAMM50, ECH1, TIMM17B, HMOX1, CYC1, ACAA1, ATP5MC1, DHRS4, PEX26"	266	164	11153	3.067944251	0.878238261	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-5658442~Regulation of RAS by GAPs	7	1.923076923	0.001857745	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, HRAS"	266	55	11153	5.336363636	0.88038992	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69615~G1/S DNA Damage Checkpoints	7	1.923076923	0.001857745	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	55	11153	5.336363636	0.88038992	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-162909~Host Interactions of HIV factors	10	2.747252747	0.001862194	"PSMB6, PSMC5, SEC13, PSMD13, PSMD2, ADRM1, PSMD3, AP2S1, AP1S1, AP1M2"	266	117	11153	3.583638584	0.880997243	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-350562~Regulation of ornithine decarboxylase (ODC)	6	1.648351648	0.001927035	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	38	11153	6.620300752	0.889506272	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-8948751~Regulation of PTEN stability and activity	7	1.923076923	0.002040028	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, STUB1"	266	56	11153	5.241071429	0.902907564	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-75815~Ubiquitin-dependent degradation of Cyclin D	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-180534~Vpu mediated degradation of CD4	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69601~Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-349425~Autodegradation of the E3 ubiquitin ligase COP1	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69613~p53-Independent G1/S DNA damage checkpoint	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-69610~p53-Independent DNA Damage Response	6	1.648351648	0.002168213	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	39	11153	6.450549451	0.916155203	0.077378113	0.071415526
REACTOME_PATHWAY	R-HSA-169911~Regulation of Apoptosis	6	1.648351648	0.002430668	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	40	11153	6.289285714	0.937911993	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-68949~Orc1 removal from chromatin	7	1.923076923	0.002444788	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	58	11153	5.060344828	0.938907483	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-174184~Cdc20:Phospho-APC/C mediated degradation of Cyclin A	7	1.923076923	0.002668462	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	59	11153	4.974576271	0.952709994	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-8939902~Regulation of RUNX2 expression and activity	7	1.923076923	0.002668462	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, STUB1"	266	59	11153	4.974576271	0.952709994	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-69017~CDK-mediated phosphorylation and removal of Cdc6	7	1.923076923	0.002668462	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	59	11153	4.974576271	0.952709994	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-180585~Vif-mediated degradation of APOBEC3G	6	1.648351648	0.002715463	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	41	11153	6.135888502	0.955187869	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-9711123~Cellular response to chemical stress	13	3.571428571	0.002725266	"VCP, PSMD13, ADRM1, ATOX1, TXN2, PSMB6, PRDX2, PSMC5, PSMD2, PSMD3, HMOX1, STAP2, ABCF2"	266	198	11153	2.752886003	0.955688095	0.079801367	0.07365205
REACTOME_PATHWAY	R-HSA-179419~APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	7	1.923076923	0.002907141	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	60	11153	4.891666667	0.964019922	0.08030282	0.074114862
REACTOME_PATHWAY	R-HSA-174113~SCF-beta-TrCP mediated degradation of Emi1	6	1.648351648	0.003023661	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	42	11153	5.989795918	0.968515257	0.08030282	0.074114862
REACTOME_PATHWAY	R-HSA-4641257~Degradation of AXIN	6	1.648351648	0.003023661	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	42	11153	5.989795918	0.968515257	0.08030282	0.074114862
REACTOME_PATHWAY	R-HSA-9762114~GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	6	1.648351648	0.003023661	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	42	11153	5.989795918	0.968515257	0.08030282	0.074114862
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	14	3.846153846	0.002216116	"GSTM4, MAP2K2, NDUFB11, AKR1A1, ATP5F1D, ATP5MC1, NDUFS7, NDUFS6, UQCRC1, PPIF, HMOX1, CYC1, HRAS, NDUFV1"	205	227	8865	2.66702482	0.466265577	0.078395117	0.075624972
UP_KW_BIOLOGICAL_PROCESS	KW-0249~Electron transport	9	2.472527473	0.001774654	"NDUFS7, NDUFS6, NDUFB11, UQCRC1, CYC1, ETFB, NDUFV1, TXN2, CYB561D2"	229	112	11434	4.01224267	0.153771371	0.083696858	0.075767682
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	27	7.417582418	0.004777924	"ACADVL, MVK, AGPAT2, HMGCL, EBP, NSDHL, AKR7A2, PMVK, ACAA1, A4GALT, GSTM4, ELOVL1, LYPLA2, ACOT7, PCYT1A, ECH1, B3GALT4, AKR1A1, DOLK, PRKAB1, PAFAH2, SULT2B1, PLA2G15, ILVBL, IVD, PI4K2A, CES2"	229	759	11434	1.776170668	0.362500136	0.083696858	0.075767682
UP_KW_BIOLOGICAL_PROCESS	KW-0698~rRNA processing	8	2.197802198	0.00498218	"EXOSC4, POP7, DDX27, TSR3, DDX56, NHP2, RBFA, MRM3"	229	105	11434	3.804200457	0.374682326	0.083696858	0.075767682
UP_KW_BIOLOGICAL_PROCESS	KW-0276~Fatty acid metabolism	10	2.747252747	0.005364042	"PLA2G15, LYPLA2, ELOVL1, ACADVL, ACOT7, ILVBL, IVD, ECH1, ACAA1, PRKAB1"	229	163	11434	3.063198221	0.39684265	0.083696858	0.075767682
UP_KW_BIOLOGICAL_PROCESS	KW-0945~Host-virus interaction	25	6.868131868	0.005432386	"H2AX, AUP1, PSMB6, SYNGR2, IRAK1, TRIM28, CFL1, RPS6KA1, HMOX1, E4F1, FADD, IKBKE, APOBEC3C, BCAP31, UPF1, KRT8, KRT7, TRPC4AP, PPP1CA, CREB3, KRT18, IRF3, CALM3, LTBR, LY6E"	229	689	11434	1.811688353	0.400725981	0.083696858	0.075767682
UP_KW_BIOLOGICAL_PROCESS	KW-0234~DNA repair	16	4.395604396	0.006167137	"H2AX, VCP, POLDIP2, TEX264, MPG, BABAM1, POLD4, TFPT, XAB2, NTHL1, CINP, NABP2, STUB1, ERCC6, FAAP100, OTUB1"	229	363	11434	2.200777124	0.440944112	0.083696858	0.075767682
REACTOME_PATHWAY	R-HSA-8953854~Metabolism of RNA	30	8.241758242	0.003163756	"POP7, DDX49, PSMD13, POLDIP3, URM1, DDX23, TSR3, DDX41, SMG5, MRM3, PSMB6, EXOSC4, PUF60, PSMD2, BMS1, PSMD3, CSTF1, TXNL4A, SNRNP35, APOBEC3C, UPF1, SEC13, ADRM1, DUS2, XAB2, PSMC5, NHP2, PRPF31, SNRPB, FAM50A"	266	713	11153	1.764175516	0.973183458	0.082113839	0.075786328
UP_KW_BIOLOGICAL_PROCESS	KW-0227~DNA damage	18	4.945054945	0.007072714	"H2AX, VCP, POLDIP2, TEX264, MPG, BABAM1, POLD4, TFPT, XAB2, STK11, NTHL1, CINP, NABP2, STUB1, ERCC6, IKBKE, FAAP100, OTUB1"	229	440	11434	2.042596268	0.486855266	0.083988477	0.076031674
REACTOME_PATHWAY	R-HSA-450408~AUF1 (hnRNP D0) binds and destabilizes mRNA	6	1.648351648	0.003356331	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	43	11153	5.850498339	0.978492996	0.08338966	0.076963836
REACTOME_PATHWAY	R-HSA-1234174~Cellular response to hypoxia	7	1.923076923	0.003431974	"PSMB6, PSMC5, EGLN2, PSMD13, PSMD2, ADRM1, PSMD3"	266	62	11153	4.733870968	0.980278679	0.08338966	0.076963836
REACTOME_PATHWAY	R-HSA-176409~APC/C:Cdc20 mediated degradation of mitotic proteins	7	1.923076923	0.003431974	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	62	11153	4.733870968	0.980278679	0.08338966	0.076963836
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	58	15.93406593	0.008121492	"FKBP15, ETFB, CYB561D2, TXN2, PEX26, MFSD5, CHMP1A, TIMM17B, AP1S1, AP3S2, SLC39A4, TNPO3, NDEL1, STARD3, ATP6V0B, SEC13, SLC35C2, SLC35C1, VPS37C, SCAMP3, DYNC1LI2, RABEP2, NDUFS7, NDUFS6, UQCRC1, PLIN3, SLC25A11, VPS28, NAPA, VCP, TOMM40, NDUFB11, POLDIP3, RAB1B, MVP, ATP5MC1, STX10, CLN3, GGA1, LMAN2, AP2S1, STX4, CYC1, ATG7, NDUFV1, AP1M2, BCAP31, SLC52A2, SNF8, ATP5F1D, YIF1A, CIDEC, ATOX1, BSPRY, SLC6A8, TMEM115, CCDC22, COPE"	229	2112	11434	1.37118731	0.535380845	0.085726864	0.077605372
REACTOME_PATHWAY	R-HSA-69541~Stabilization of p53	6	1.648351648	0.003714537	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	44	11153	5.717532468	0.985734326	0.084950368	0.07840428
REACTOME_PATHWAY	R-HSA-9604323~Negative regulation of NOTCH4 signaling	6	1.648351648	0.003714537	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	44	11153	5.717532468	0.985734326	0.084950368	0.07840428
REACTOME_PATHWAY	R-HSA-176814~Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	7	1.923076923	0.003719368	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	63	11153	4.658730159	0.985813112	0.084950368	0.07840428
REACTOME_PATHWAY	R-HSA-8852276~The role of GTSE1 in G2/M progression after G2 checkpoint	7	1.923076923	0.004024247	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, TUBA4A"	266	64	11153	4.5859375	0.989997923	0.0883292	0.081522747
REACTOME_PATHWAY	R-HSA-8941858~Regulation of RUNX3 expression and activity	6	1.648351648	0.004099341	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	45	11153	5.59047619	0.990823132	0.0883292	0.081522747
REACTOME_PATHWAY	R-HSA-9824272~Somitogenesis	6	1.648351648	0.004099341	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	45	11153	5.59047619	0.990823132	0.0883292	0.081522747
REACTOME_PATHWAY	R-HSA-5619084~ABC transporter disorders	7	1.923076923	0.00434724	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	65	11153	4.515384615	0.993094036	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-3858494~Beta-catenin independent WNT signaling	10	2.747252747	0.004423623	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, DVL1, AP2S1, CLTB, CALM3"	266	133	11153	3.152524168	0.99367335	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-611105~Respiratory electron transport	11	3.021978022	0.004443995	"TMEM177, TRAP1, NDUFS7, NDUFS6, NDUFB11, UQCRC1, CYC1, ETFB, SLC25A11, NDUFV1, TMEM186"	266	158	11153	2.919077758	0.99381948	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-351202~Metabolism of polyamines	6	1.648351648	0.004511802	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	46	11153	5.468944099	0.994282	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5676590~NIK-->noncanonical NF-kB signaling	6	1.648351648	0.004511802	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	46	11153	5.468944099	0.994282	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-9759194~Nuclear events mediated by NFE2L2	8	2.197802198	0.004580605	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, HMOX1, ABCF2"	266	87	11153	3.855500821	0.99471598	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5607764~CLEC7A (Dectin-1) signaling	8	2.197802198	0.004878128	"PSMB6, PSMC5, CDC34, PSMD13, PSMD2, ADRM1, PSMD3, CALM3"	266	88	11153	3.811688312	0.9962442	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5610785~GLI3 is processed to GLI3R by the proteasome	6	1.648351648	0.00495297	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	47	11153	5.352583587	0.996553326	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5610780~Degradation of GLI1 by the proteasome	6	1.648351648	0.00495297	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	47	11153	5.352583587	0.996553326	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5610783~Degradation of GLI2 by the proteasome	6	1.648351648	0.00495297	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	47	11153	5.352583587	0.996553326	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-5607761~Dectin-1 mediated noncanonical NF-kB signaling	6	1.648351648	0.00495297	"PSMB6, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	47	11153	5.352583587	0.996553326	0.088379554	0.08156922
REACTOME_PATHWAY	R-HSA-176408~Regulation of APC/C activators between G1/S and early anaphase	7	1.923076923	0.005050083	"PSMB6, CCNA1, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3"	266	67	11153	4.380597015	0.996916858	0.088726066	0.081889031
REACTOME_PATHWAY	R-HSA-9755511~KEAP1-NFE2L2 pathway	9	2.472527473	0.005457989	"PSMB6, VCP, PSMC5, PSMD13, PSMD2, ADRM1, PSMD3, HMOX1, ABCF2"	266	113	11153	3.339443742	0.998069729	0.094439742	0.087162424
KEGG_PATHWAY	hsa04146:Peroxisome	8	2.197802198	0.002918733	"PEX16, HMGCL, MVK, ECH1, PMVK, ACAA1, DHRS4, PEX26"	205	83	8865	4.168086982	0.562732151	0.091777951	0.088534913
UP_KW_BIOLOGICAL_PROCESS	KW-0679~Respiratory chain	6	1.648351648	0.010696252	"NDUFS7, NDUFS6, NDUFB11, UQCRC1, CYC1, NDUFV1"	229	67	11434	4.471355015	0.636095421	0.100413248	0.090900414
UP_KW_BIOLOGICAL_PROCESS	KW-0152~Cholesterol biosynthesis	4	1.098901099	0.011626797	"EBP, NSDHL, MVK, PMVK"	229	24	11434	8.321688501	0.666903216	0.100413248	0.090900414
REACTOME_PATHWAY	R-HSA-2871837~FCERI mediated NF-kB activation	7	1.923076923	0.005832944	"PSMB6, PSMC5, CDC34, PSMD13, PSMD2, ADRM1, PSMD3"	266	69	11153	4.253623188	0.998745133	0.099421231	0.09176005
