Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	10	3.663003663	0.00223061	"SEC61A1, UBE2D4, RPN2, OS9, EDEM1, EDEM2, PREB, HYOU1, UGGT1, CKAP4"	150	170	8865	3.476470588	0.413575418	0.191325361	0.191325361
KEGG_PATHWAY	hsa00051:Fructose and mannose metabolism	5	1.831501832	0.002401574	"GMPPB, PFKL, GMPPA, PMM2, FBP1"	150	34	8865	8.691176471	0.437107388	0.191325361	0.191325361
REACTOME_PATHWAY	R-HSA-71387~Metabolism of carbohydrates	13	4.761904762	0.003833871	"B4GALT3, CHPF2, PAPSS2, SGSH, NDST1, PFKL, NAGLU, MAN2B1, GUSB, B4GALT7, FBP1, CHST2, PCK2"	189	291	11153	2.636211567	0.922857934	0.208037806	0.205854501
REACTOME_PATHWAY	R-HSA-446205~Synthesis of GDP-mannose	3	1.098901099	0.00405471	"GMPPB, GMPPA, PMM2"	189	6	11153	29.50529101	0.933462482	0.208037806	0.205854501
GOTERM_BP_DIRECT	GO:0006486~protein glycosylation	9	3.296703297	1.38E-04	"GMPPB, B4GALT3, DOLPP1, GMPPA, PMM2, MGAT1, LARGE1, B4GALT7, UGGT1"	251	117	19416	5.950352436	0.207489376	0.232533359	0.232533359
REACTOME_PATHWAY	R-HSA-901032~ER Quality Control Compartment (ERQC)	4	1.465201465	0.00501271	"OS9, EDEM1, EDEM2, UGGT1"	189	21	11153	11.24011086	0.96498175	0.238819848	0.236313492
BIOCARTA	h_eradPathway:ERï¿½associated degradation (ERAD) Pathway	4	1.465201465	0.00452571	"SEC61A1, EDEM1, MAN2B1, UGGT1"	31	19	1623	11.02207131	0.304329104	0.362056819	0.362056819
REACTOME_PATHWAY	R-HSA-901042~Calnexin/calreticulin cycle	4	1.465201465	0.009213772	"OS9, EDEM1, EDEM2, UGGT1"	189	26	11153	9.078551079	0.997917264	0.40970572	0.40540596
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	9	3.296703297	9.15E-04	"B4GALT3, EDEM1, EDEM2, CHI3L1, MAN2B1, GUSB, B4GALT7, FBP1, CHST2"	251	155	19416	4.491556355	0.786801889	0.439473563	0.439473563
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	8	2.93040293	9.34E-04	"MAP2K3, IGFBP4, MAPKAPK2, PTK2B, MAPK8IP2, SORBS3, MAP3K11, CAMKK2"	251	120	19416	5.156972112	0.793690116	0.439473563	0.439473563
GOTERM_BP_DIRECT	GO:0045047~protein targeting to ER	4	1.465201465	0.001043351	"SEC61A1, EDEM1, SRPRA, SRPRB"	251	16	19416	19.33864542	0.828494481	0.439473563	0.439473563
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	6	2.197802198	0.001300987	"RPN2, DOLPP1, PMM2, MLEC, MGAT1, B4GALT7"	251	63	19416	7.367103017	0.889063624	0.439473563	0.439473563
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	49	17.94871795	0.012781016	"B4GALT3, SERPINA1, YARS1, GMPPB, SEC61A1, GMPPA, QSOX1, TIMP1, LARGE1, SFTPB, TMED9, IGFBP4, MARS1, PLAUR, ARFGAP1, CKAP4, JMJD6, DHDDS, METTL22, RCN1, PREB, RPN2, GOSR2, FURIN, CST3, OS9, RAB26, STX5, MLEC, MGAT1, APOE, UGGT1, GALNT6, EDEM1, EDEM2, PMM2, TBCD, DOHH, PML, HIPK2, GARS1, IL6, TNIP1, ASB8, DOLPP1, SRPRA, SRPRB, RAB17, INHA"	189	2093	11153	1.381518642	0.999812153	0.509644939	0.504296341
REACTOME_PATHWAY	R-HSA-5668914~Diseases of metabolism	11	4.029304029	0.012989451	"BCKDK, SFTPB, NAGLU, HLCS, PMM2, GUSB, LARGE1, B4GALT7, PAPSS2, SGSH, DHDDS"	189	261	11153	2.487036023	0.999836831	0.509644939	0.504296341
REACTOME_PATHWAY	R-HSA-2206281~Mucopolysaccharidoses	3	1.098901099	0.01406522	"NAGLU, GUSB, SGSH"	189	11	11153	16.09379509	0.999921161	0.514336391	0.508938558
REACTOME_PATHWAY	R-HSA-917977~Transferrin endocytosis and recycling	4	1.465201465	0.014981318	"HFE, TCIRG1, ATP6V0E2, ATP6V0A1"	189	31	11153	7.614268647	0.999957591	0.514336391	0.508938558
REACTOME_PATHWAY	R-HSA-1638091~Heparan sulfate/heparin (HS-GAG) metabolism	5	1.831501832	0.015422381	"NDST1, NAGLU, GUSB, B4GALT7, SGSH"	189	57	11153	5.176366843	0.999968543	0.514336391	0.508938558
REACTOME_PATHWAY	R-HSA-5694530~Cargo concentration in the ER	4	1.465201465	0.017744723	"SERPINA1, GOSR2, STX5, PREB"	189	33	11153	7.152797819	0.999993489	0.563606202	0.557691295
GOTERM_BP_DIRECT	GO:0045807~positive regulation of endocytosis	4	1.465201465	0.002044744	"BIN1, SMPD1, FLOT1, APOE"	251	20	19416	15.47091633	0.968479208	0.575595371	0.575595371
REACTOME_PATHWAY	R-HSA-8963899~Plasma lipoprotein remodeling	4	1.465201465	0.019225633	"FURIN, APOE, LMF2, LMF1"	189	34	11153	6.942421413	0.99999762	0.582886244	0.576768997
GOTERM_BP_DIRECT	GO:0009298~GDP-mannose biosynthetic process	3	1.098901099	0.002393862	"GMPPB, GMPPA, PMM2"	251	6	19416	38.67729084	0.982544153	0.577604771	0.577604771
REACTOME_PATHWAY	R-HSA-446219~Synthesis of substrates in N-glycan biosythesis	5	1.831501832	0.022666552	"GMPPB, DOLPP1, GMPPA, PMM2, DHDDS"	189	64	11153	4.61020172	0.999999772	0.657330002	0.650431486
REACTOME_PATHWAY	R-HSA-9772573~Late SARS-CoV-2 Infection Events	5	1.831501832	0.03028437	"RPN2, EDEM2, ANO10, MGAT1, FURIN"	189	70	11153	4.215041572	0.999999999	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-975155~MyD88 dependent cascade initiated on endosome	6	2.197802198	0.031111075	"MAP2K3, DUSP3, MAPKAPK2, IRF7, ECSIT, ELK1"	189	104	11153	3.404456654	0.999999999	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-168164~Toll Like Receptor 3 (TLR3) Cascade	6	2.197802198	0.033387782	"MAP2K3, DUSP3, MAPKAPK2, IRF7, SARM1, ELK1"	189	106	11153	3.340221623	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-168181~Toll Like Receptor 7/8 (TLR7/8) Cascade	6	2.197802198	0.035765767	"MAP2K3, DUSP3, MAPKAPK2, IRF7, ECSIT, ELK1"	189	108	11153	3.278365667	1	0.763220759	0.755210946
REACTOME_PATHWAY	"R-HSA-174824~Plasma lipoprotein assembly, remodeling, and clearance"	5	1.831501832	0.037657637	"SCARB1, FURIN, APOE, LMF2, LMF1"	189	75	11153	3.934038801	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-948021~Transport to the Golgi and subsequent modification	8	2.93040293	0.037806411	"B4GALT3, TMED9, SERPINA1, GOSR2, STX5, PREB, MGAT1, ARFGAP1"	189	186	11153	2.538089549	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-166016~Toll Like Receptor 4 (TLR4) Cascade	7	2.564102564	0.038091714	"MAP2K3, DUSP3, MAPKAPK2, IRF7, SARM1, ECSIT, ELK1"	189	147	11153	2.810027715	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-166166~MyD88-independent TLR4 cascade 	6	2.197802198	0.039524547	"MAP2K3, DUSP3, MAPKAPK2, IRF7, SARM1, ELK1"	189	111	11153	3.18976119	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-937061~TRIF (TICAM1)-mediated TLR4 signaling 	6	2.197802198	0.039524547	"MAP2K3, DUSP3, MAPKAPK2, IRF7, SARM1, ELK1"	189	111	11153	3.18976119	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-168138~Toll Like Receptor 9 (TLR9) Cascade	6	2.197802198	0.039524547	"MAP2K3, DUSP3, MAPKAPK2, IRF7, ECSIT, ELK1"	189	111	11153	3.18976119	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-3928664~Ephrin signaling	3	1.098901099	0.040049065	"EPHB2, EPHB4, GIT1"	189	19	11153	9.317460317	1	0.763220759	0.755210946
REACTOME_PATHWAY	R-HSA-8963889~Assembly of active LPL and LIPC lipase complexes	3	1.098901099	0.040049065	"FURIN, LMF2, LMF1"	189	19	11153	9.317460317	1	0.763220759	0.755210946
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	9	3.296703297	0.003621132	"MAP2K3, DOK1, MYDGF, NDST1, IL6, IGFBP4, ADORA1, SORBS3, DRD5"	251	193	19416	3.607208472	0.9978173	0.764511539	0.764511539
WIKIPATHWAYS	WP481:Insulin signaling	9	3.296703297	0.005926745	"MAP2K3, EHD1, RPS6KA4, PFKL, FLOT1, TRIB3, ELK1, MAP3K11, SH2B2"	150	160	8749	3.280875	0.878070204	0.788679285	0.788679285
WIKIPATHWAYS	WP3888:VEGFA VEGFR2 signaling	16	5.860805861	0.006683723	"MAP2K3, SDF2L1, CNP, PLAUR, ELK1, NDRG1, SND1, CAMKK2, DOK1, RCN1, BIN1, MAPKAPK2, PTK2B, INPP5K, HYOU1, EPHB2"	150	432	8749	2.160246914	0.906890609	0.788679285	0.788679285
REACTOME_PATHWAY	"R-HSA-446193~Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	5	1.831501832	0.044235278	"GMPPB, DOLPP1, GMPPA, PMM2, DHDDS"	189	79	11153	3.734846963	1	0.819581397	0.810980093
REACTOME_PATHWAY	R-HSA-168256~Immune System	45	16.48351648	0.045511503	"CAMK2B, PDXK, SERPINA1, CANT1, UBE2D4, FAAP24, PRCP, TCIRG1, ECSIT, ELK1, CNN2, NCKIPSD, CST3, STK10, SEC61A1, FZR1, PTK2B, MLEC, QSOX1, PI3, TIMP1, GUSB, ATP6V0E2, ATP6V0A1, NPDC1, MAP2K3, DUSP3, CD93, RNASET2, PLAUR, FANCC, CKAP4, PML, DIAPH1, PFKL, IL6, IMPDH1, ASB8, MAPKAPK2, IRF7, SARM1, CHI3L1, TNFSF9, MAN2B1, TRIB3"	189	2043	11153	1.299792555	1	0.820437092	0.811826808
WIKIPATHWAYS	WP5183:SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction	4	1.465201465	0.009445842	"IL6, PHB1, SIRT6, ECSIT"	150	26	8749	8.973333333	0.965255039	0.835956981	0.835956981
BIOCARTA	h_CaCaMPathway:Ca++/ Calmodulin-dependent Protein Kinase Activation	3	1.098901099	0.022708849	"CAMK2B, CAMK1G, CAMKK2"	31	13	1623	12.08188586	0.840809436	0.908353951	0.908353951
GOTERM_BP_DIRECT	GO:0007399~nervous system development	14	5.128205128	0.005166824	"CAMK2B, SMARCD1, PCDHGC3, PCDHGA1, RFNG, NEUROD2, NAGLU, SMPD1, ADORA1, SARM1, EPHB2, N4BP3, LRCH4, SH2B2"	251	444	19416	2.439108431	0.999841442	0.945921483	0.945921483
GOTERM_BP_DIRECT	GO:0030200~heparan sulfate proteoglycan catabolic process	3	1.098901099	0.005600482	"NAGLU, GUSB, SGSH"	251	9	19416	25.78486056	0.999924078	0.945921483	0.945921483
REACTOME_PATHWAY	R-HSA-2024096~HS-GAG degradation	3	1.098901099	0.061215136	"NAGLU, GUSB, SGSH"	189	24	11153	7.376322751	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-379716~Cytosolic tRNA aminoacylation	3	1.098901099	0.061215136	"GARS1, MARS1, YARS1"	189	24	11153	7.376322751	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-5653656~Vesicle-mediated transport	18	6.593406593	0.062510178	"SCARB1, TMED9, SERPINA1, GOSR2, VPS4A, ARFGAP1, GAK, TBC1D1, GRK2, BIN1, TBC1D13, TRIP10, STX5, PREB, HYOU1, APOE, CHMP7, TBC1D16"	189	674	11153	1.575950261	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-168898~Toll-like Receptor Cascades	7	2.564102564	0.071071751	"MAP2K3, DUSP3, MAPKAPK2, IRF7, SARM1, ECSIT, ELK1"	189	172	11153	2.401593454	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-917937~Iron uptake and transport	4	1.465201465	0.074184726	"HFE, TCIRG1, ATP6V0E2, ATP6V0A1"	189	58	11153	4.069695311	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-2262752~Cellular responses to stress	20	7.326007326	0.078964653	"MAP2K3, CAMK2B, KDM6B, GOSR2, EDEM1, TCIRG1, ARFGAP1, MYDGF, FZR1, IL6, TATDN2, CREB3L1, MAPKAPK2, SRPRA, SRPRB, PREB, TRIB3, HYOU1, ATP6V0E2, ATF5"	189	797	11153	1.480817616	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-168142~Toll Like Receptor 10 (TLR10) Cascade	5	1.831501832	0.081215212	"MAP2K3, DUSP3, MAPKAPK2, ECSIT, ELK1"	189	97	11153	3.041782578	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-975871~MyD88 cascade initiated on plasma membrane	5	1.831501832	0.081215212	"MAP2K3, DUSP3, MAPKAPK2, ECSIT, ELK1"	189	97	11153	3.041782578	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-168176~Toll Like Receptor 5 (TLR5) Cascade	5	1.831501832	0.081215212	"MAP2K3, DUSP3, MAPKAPK2, ECSIT, ELK1"	189	97	11153	3.041782578	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-77387~Insulin receptor recycling	3	1.098901099	0.090425429	"TCIRG1, ATP6V0E2, ATP6V0A1"	189	30	11153	5.901058201	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-450294~MAP kinase activation	4	1.465201465	0.093260579	"MAP2K3, DUSP3, MAPKAPK2, ELK1"	189	64	11153	3.688161376	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-450282~MAPK targets/ Nuclear events mediated by MAP kinases	3	1.098901099	0.095628471	"DUSP3, MAPKAPK2, ELK1"	189	31	11153	5.710701485	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-975138~TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	5	1.831501832	0.096111376	"MAP2K3, DUSP3, MAPKAPK2, ECSIT, ELK1"	189	103	11153	2.86459136	1	1	0.990990991
REACTOME_PATHWAY	R-HSA-446199~Synthesis of Dolichyl-phosphate	2	0.732600733	0.096992027	"DOLPP1, DHDDS"	189	6	11153	19.670194	1	1	0.990990991
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	22	8.058608059	0.007871434	"MAP2K3, KDM6B, SMARCD1, SMARCD2, DUSP3, VPS4A, TESK1, IGHMBP2, HUNK, DDX54, SIRT6, PML, JMJD6, GAK, RPS6KA4, TAF6L, STK10, METTL22, MAPKAPK2, PTK2B, EPHB2, EPHB4"	251	917	19416	1.855835111	0.999998403	1	1
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	13	4.761904762	0.009150803	"MAP2K3, TCIRG1, RPS6KA4, NDST1, IL6, TNIP1, TBXA2R, HRH4, MAPKAPK2, ADORA1, CHI3L1, MGLL, CHST2"	251	424	19416	2.371720665	0.999999819	1	1
GOTERM_BP_DIRECT	GO:0043687~post-translational protein modification	4	1.465201465	0.011870425	"RPS6KA4, HLCS, SIRT6, LARGE1"	251	37	19416	8.362657478	0.999999998	1	1
GOTERM_BP_DIRECT	GO:0008340~determination of adult lifespan	4	1.465201465	0.011870425	"NAGLU, SIRT6, LARGE1, SGSH"	251	37	19416	8.362657478	0.999999998	1	1
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	5	1.831501832	0.013297959	"CNN2, SLC48A1, CD93, ADORA1, JMJD6"	251	71	19416	5.447505752	1	1	1
GOTERM_BP_DIRECT	GO:1904380~endoplasmic reticulum mannose trimming	3	1.098901099	0.013569618	"EDEM1, EDEM2, UGGT1"	251	14	19416	16.57598179	1	1	1
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	7	2.564102564	0.0153024	"CNN2, NCKIPSD, DIAPH1, BIN1, APOE, LARGE1, SORBS3"	251	155	19416	3.493432721	1	1	1
GOTERM_BP_DIRECT	GO:0045820~negative regulation of glycolytic process	3	1.098901099	0.015525585	"SIRT6, FBP1, GIT1"	251	15	19416	15.47091633	1	1	1
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	8	2.93040293	0.016536717	"MAP2K3, MYDGF, PLAUR, FLOT1, TESK1, ADTRP, HIPK2, CAMKK2"	251	203	19416	3.048456421	1	1	1
GOTERM_BP_DIRECT	GO:0032092~positive regulation of protein binding	4	1.465201465	0.017823206	"HFE, FLOT1, TRIB3, HIPK2"	251	43	19416	7.195775039	1	1	1
GOTERM_BP_DIRECT	GO:0016192~vesicle-mediated transport	9	3.296703297	0.017904506	"ARL17A, YIPF2, GOSR2, CACFD1, VPS4A, STX5, SRPRB, RAB17, ARFGAP1"	251	255	19416	2.730161706	1	1	1
GOTERM_BP_DIRECT	GO:0006914~autophagy	7	2.564102564	0.021492974	"DAP, DRAM1, NAGLU, ATG9A, VPS4A, ATG2A, CHMP7"	251	167	19416	3.242407615	1	1	1
UP_KW_BIOLOGICAL_PROCESS	KW-0834~Unfolded protein response	4	1.465201465	0.021500062	"CREB3L1, EDEM1, EDEM2, MANF"	149	46	11434	6.672891742	0.820401218	1	1
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	6	2.197802198	0.021556142	"CAMK2B, EHD1, NCKIPSD, PTK2B, P3H1, APOE"	251	123	19416	3.773394228	1	1	1
KEGG_PATHWAY	hsa04142:Lysosome	7	2.564102564	0.023681416	"NAGLU, SMPD1, MAN2B1, TCIRG1, GUSB, SGSH, ATP6V0A1"	150	132	8865	3.134090909	0.996746267	1	1
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	6	2.197802198	0.025083777	"EHD1, IL6, PTK2B, PHGDH, APOE, MANF"	251	128	19416	3.625996016	1	1	1
GOTERM_BP_DIRECT	GO:2000059~negative regulation of ubiquitin-dependent protein catabolic process	3	1.098901099	0.026936053	"HFE, PML, HIPK2"	251	20	19416	11.60318725	1	1	1
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	9	3.296703297	0.028057977	"EHD1, ARL17A, TMED9, TBC1D13, SRPRA, STX5, SRPRB, RAB17, LARGE1"	251	278	19416	2.504285018	1	1	1
GOTERM_BP_DIRECT	GO:0060292~long-term synaptic depression	3	1.098901099	0.032203929	"ADORA1, PTK2B, DRD5"	251	22	19416	10.54835205	1	1	1
WIKIPATHWAYS	WP4815:Glycosaminoglycan degradation	3	1.098901099	0.033144941	"NAGLU, GUSB, SGSH"	150	17	8749	10.29294118	0.999993425	1	1
GOTERM_BP_DIRECT	GO:0030968~endoplasmic reticulum unfolded protein response	4	1.465201465	0.033884143	"OS9, CREB3L1, EDEM2, HYOU1"	251	55	19416	5.625787758	1	1	1
GOTERM_BP_DIRECT	GO:0046777~protein autophosphorylation	6	2.197802198	0.034092229	"CAMK2B, STK10, PTK2B, EPHB4, MAP3K11, CAMKK2"	251	139	19416	3.339046691	1	1	1
GOTERM_BP_DIRECT	GO:0006897~endocytosis	7	2.564102564	0.034735057	"LMBR1L, EHD1, NCKIPSD, MYO1A, BIN1, TRIP10, RAB17"	251	187	19416	2.895626052	1	1	1
GOTERM_BP_DIRECT	GO:0007035~vacuolar acidification	3	1.098901099	0.034976928	"TCIRG1, ATP6V0E2, ATP6V0A1"	251	23	19416	10.08972804	1	1	1
GOTERM_BP_DIRECT	GO:0036503~ERAD pathway	5	1.831501832	0.035545202	"SDF2L1, OS9, EDEM1, EDEM2, UGGT1"	251	96	19416	4.028884462	1	1	1
GOTERM_BP_DIRECT	GO:0007165~signal transduction	26	9.523809524	0.03581343	"LMBR1L, CAMK2B, PHB1, CXCL14, NDRG1, GRK2, SMPD1, SH3BP2, ADORA1, PTK2B, TIMP1, MAP2K3, TLE3, OR1D2, IGFBP4, PLAUR, HUNK, MANF, DOK1, PSG6, TRIP10, SARM1, TNFSF9, INHA, CAMK1G, OR7E24"	251	1326	19416	1.516756503	1	1	1
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	5	1.831501832	0.036713124	"OS9, CREB3L1, FLOT1, TRIB3, HYOU1"	251	97	19416	3.987349571	1	1	1
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	15	5.494505495	0.036842913	"TMED9, GOSR2, VPS4A, ARFGAP1, EHD1, SEC61A1, ARL17A, RAB26, XPO6, RANGRF, PREB, RAB17, APBA3, CHMP7, RAB11FIP5"	149	638	11434	1.804190949	0.948468494	1	1
WIKIPATHWAYS	WP4784:Proteoglycan biosynthesis	3	1.098901099	0.036878791	"CANT1, B4GALT7, PAPSS2"	150	18	8749	9.721111111	0.999998329	1	1
WIKIPATHWAYS	WP4321:Thermogenesis	6	2.197802198	0.036913897	"MAP2K3, SMARCD1, SMARCD2, CREB3L1, SIRT6, MGLL"	150	108	8749	3.24037037	0.99999835	1	1
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	3	1.098901099	0.037838898	"GARS1, MARS1, YARS1"	251	24	19416	9.669322709	1	1	1
GOTERM_BP_DIRECT	GO:0018279~protein N-linked glycosylation via asparagine	3	1.098901099	0.037838898	"RPN2, MGAT1, UGGT1"	251	24	19416	9.669322709	1	1	1
GOTERM_BP_DIRECT	GO:0061728~GDP-mannose biosynthetic process from mannose	2	0.732600733	0.038134637	"GMPPB, PMM2"	251	3	19416	51.56972112	1	1	1
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	6	2.197802198	0.039752894	"CNP, NAGLU, BIN1, NOCT, MAPKAPK2, PCK2"	251	145	19416	3.200879242	1	1	1
KEGG_PATHWAY	hsa00531:Glycosaminoglycan degradation	3	1.098901099	0.039803814	"NAGLU, GUSB, SGSH"	150	19	8865	9.331578947	0.999939182	1	1
GOTERM_BP_DIRECT	GO:0061744~motor behavior	3	1.098901099	0.04078711	"NAGLU, GMPPA, SGSH"	251	25	19416	9.282549801	1	1	1
GOTERM_BP_DIRECT	GO:0048168~regulation of neuronal synaptic plasticity	3	1.098901099	0.046931608	"CAMK2B, APOE, EPHB2"	251	27	19416	8.594953519	1	1	1
GOTERM_BP_DIRECT	GO:1903076~regulation of protein localization to plasma membrane	3	1.098901099	0.046931608	"CAMK2B, VPS4A, SIRT6"	251	27	19416	8.594953519	1	1	1
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	4	1.465201465	0.047632762	"EDEM1, DNAJC4, EDEM2, MANF"	251	63	19416	4.911402011	1	1	1
